Causa_peaton,Condicion_fisica,Edad,Num_expediente,Sexo,Tipo_persona,Tipo_vehiculo
No es debido al peatón,Herido leve,27,2015S006167,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave,39,2015S010016,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave,17,2015S003917,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S002349,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,32,2015S006060,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2015S007738,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,60,2015S000901,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,63,2015S006164,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S005017,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,-1,2015S003987,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,29,2015S004503,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S000726,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,33,2015S007834,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,71,2015S000447,Mujer,Pasajero,Tranvía o tren
No es debido al peatón,Herido leve,56,2015S007523,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,24,2015S000018,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S007994,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S008200,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,13,2015S004619,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,19,2015S003787,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S001242,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S001915,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,57,2015S002147,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S008080,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,18,2015S002085,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,56,2015S008364,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S003849,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S000373,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2015S009031,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,64,2015S008665,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,29,2015S005725,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,48,2015S004535,Hombre,Conductor,Motocicleta
Otros,Herido leve,50,2015S008279,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,35,2015S008921,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S002436,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S005832,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S009060,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S007690,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,-1,2015S007093,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,23,2015S005109,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,28,2015S006316,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,40,2015S000709,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,17,2015S005123,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,45,2015S009933,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S007845,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,54,2015S007063,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,50,2015S006794,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,39,2015S003759,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S001981,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,48,2015S000065,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2015S006475,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,63,2015S006258,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,62,2015S003574,Mujer,Pasajero,Turismo
Desobedecer la señan del semáforo,Herido leve,53,2015S001272,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S004384,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,17,2015S003220,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,75,2015S000189,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,49,2015S001855,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,21,2015S008678,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,54,2015S005514,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,38,2015S007417,Hombre,Conductor,Autobús
No es debido al peatón,Herido leve,20,2015S004547,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,23,2015S002030,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,64,2015S006449,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,44,2015S008082,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S007749,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S008491,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido grave,52,2015S001367,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S009061,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,44,2015S009586,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S008632,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S000431,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2015S007197,Hombre,Conductor,"Camión > 3,5 Tm"
No es debido al peatón,Herido leve,31,2015S006027,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S008918,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,41,2015S006414,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,26,2015S009064,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2015S007519,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S007401,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,22,2015S003971,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,48,2015S003222,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S005885,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,64,2015S005343,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,6,2015S005078,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,41,2015S006063,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S000165,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S003028,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,17,2015S006819,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,17,2015S001001,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,87,2015S004271,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,21,2015S002674,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,30,2015S003129,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S007966,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S002513,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2015S002465,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,31,2015S002644,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2015S003565,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,27,2015S005438,Mujer,Conductor,"Camión <= 3,5 Tm"
No es debido al peatón,Herido leve,18,2015S003656,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S003263,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,29,2015S001342,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,69,2015S006352,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,34,2015S000551,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,7,2015S003533,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,28,2015S006515,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,63,2015S007687,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,21,2015S001678,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,31,2015S003477,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2015S000177,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S000082,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2015S000322,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S003776,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S008122,Mujer,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,25,2015S005281,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2015S002593,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2015S009682,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S002806,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S003051,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,18,2015S000637,Hombre,Conductor,Motocicleta
Otros,Herido grave,67,2015S005059,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,53,2015S001416,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,56,2015S003396,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,78,2015S003472,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,65,2015S005705,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,17,2015S009150,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S008617,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido grave,37,2015S003254,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2015S003945,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S003792,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,62,2015S006789,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,44,2015S008671,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2015S005353,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2015S007918,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,59,2015S009712,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S006276,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S001768,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,26,2015S007207,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S004062,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S004657,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,18,2015S004808,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S006674,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2015S008627,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,33,2015S009866,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,51,2015S006225,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S006225,Mujer,Conductor,Turismo
Otros,Herido leve,24,2015S009855,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,69,2015S006446,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2015S009569,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,19,2015S001482,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,-1,2015S007962,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,37,2015S006056,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,41,2015S005804,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,53,2015S008440,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S007249,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,24,2015S001968,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,39,2015S000497,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,5,2015S004178,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,11,2015S006829,Hombre,Peatón,Ciclomotor
No es debido al peatón,Herido leve,19,2015S007974,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2015S003631,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2015S004918,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,43,2015S003589,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,17,2015S002747,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,57,2015S007917,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S001598,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,22,2015S009779,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,24,2015S005460,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,46,2015S001392,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S002957,Mujer,Pasajero,Motocicleta
Otros,Herido leve,14,2015S007293,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,22,2015S007762,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,72,2015S008418,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2015S009142,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,21,2015S001532,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,41,2015S004512,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,85,2015S004935,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,18,2015S007024,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,17,2015S008651,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S008564,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S003717,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,22,2015S003717,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2015S003828,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S003425,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,39,2015S009434,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,14,2015S000874,Mujer,Peatón,Ciclomotor
No es debido al peatón,Herido leve,38,2015S000486,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,43,2015S007551,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,48,2015S008069,Mujer,Conductor,Ciclomotor
Transitar a pie por la calzada,Herido leve,25,2015S007015,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,31,2015S008400,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2015S000946,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S009653,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2015S001622,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S000279,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,18,2015S004402,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,26,2015S002992,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S002377,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,25,2015S004131,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,17,2015S001375,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,49,2015S007473,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,47,2015S001332,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,20,2015S001123,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,77,2015S002279,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,35,2015S003107,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,17,2015S008917,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,48,2015S008338,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,72,2015S001834,Mujer,Conductor,Turismo
No es debido al peatón,Herido grave,39,2015S003859,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,63,2015S001649,Mujer,Pasajero,Furgoneta
No es debido al peatón,Herido leve,40,2015S000661,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S003331,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,37,2015S003331,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S001114,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S001599,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,31,2015S007069,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S007331,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,61,2015S006318,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,91,2015S000855,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,42,2015S009417,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2015S004015,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,29,2015S000224,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,32,2015S000224,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,37,2015S000612,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,32,2015S004272,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2015S005825,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S002336,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,81,2015S005574,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,22,2015S009469,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S003075,Hombre,Conductor,Motocicleta
